0.86	0.779	0.785206009	0.538498614
0.756	0.935	0.788486	0.413115
0.86	0.779	0.785206	0.538499
0.858	0.798	0.781341	0.637
0.855	0.819	0.776597	0.723957
0.837	0.839	0.770096	0.79125
0.756	0.935	0.714428	0.905235
0.756	0.935	0.668189	0.934169
0.756	0.935	0.596884	0.954216
0.927	0.864	0.912589	0.908545
