65.0000	62.0000
65.0000	68.1111
65.0000	74.2222
65.0000	80.3333
65.0000	86.4444
65.0000	92.5556
65.0000	98.6667
65.0000	104.7778
65.0000	110.8889
65.0000	117.0000
67.1111	62.0000
67.1111	68.1111
67.1111	74.2222
67.1111	80.3333
67.1111	86.4444
67.1111	92.5556
67.1111	98.6667
67.1111	104.7778
67.1111	110.8889
67.1111	117.0000
69.2222	62.0000
69.2222	68.1111
69.2222	74.2222
69.2222	80.3333
69.2222	86.4444
69.2222	92.5556
69.2222	98.6667
69.2222	104.7778
69.2222	110.8889
69.2222	117.0000
71.3333	62.0000
71.3333	68.1111
71.3333	74.2222
71.3333	80.3333
71.3333	86.4444
71.3333	92.5556
71.3333	98.6667
71.3333	104.7778
71.3333	110.8889
71.3333	117.0000
73.4444	62.0000
73.4444	68.1111
73.4444	74.2222
73.4444	80.3333
73.4444	86.4444
73.4444	92.5556
73.4444	98.6667
73.4444	104.7778
73.4444	110.8889
73.4444	117.0000
75.5556	62.0000
75.5556	68.1111
75.5556	74.2222
75.5556	80.3333
75.5556	86.4444
75.5556	92.5556
75.5556	98.6667
75.5556	104.7778
75.5556	110.8889
75.5556	117.0000
77.6667	62.0000
77.6667	68.1111
77.6667	74.2222
77.6667	80.3333
77.6667	86.4444
77.6667	92.5556
77.6667	98.6667
77.6667	104.7778
77.6667	110.8889
77.6667	117.0000
79.7778	62.0000
79.7778	68.1111
79.7778	74.2222
79.7778	80.3333
79.7778	86.4444
79.7778	92.5556
79.7778	98.6667
79.7778	104.7778
79.7778	110.8889
79.7778	117.0000
81.8889	62.0000
81.8889	68.1111
81.8889	74.2222
81.8889	80.3333
81.8889	86.4444
81.8889	92.5556
81.8889	98.6667
81.8889	104.7778
81.8889	110.8889
81.8889	117.0000
84.0000	62.0000
84.0000	68.1111
84.0000	74.2222
84.0000	80.3333
84.0000	86.4444
84.0000	92.5556
84.0000	98.6667
84.0000	104.7778
84.0000	110.8889
84.0000	117.0000
